	B1	B2	B3	B4	B5	B6	B7	B8	B9	B10	B11	B12	B13	B14	B15	B16	B17	B18	B19	B20	B21	B22	B23	B24	B25	B26	B27	B28	B29	B30	B31	B32	B33	B34	B35	B36	B37	B38	B39	B40	B41	B42	B43	B44	B45	B46	B47	B48	B49	B50	B51	B52	B53	B54	B55	B56	B57	B58	B59	B60	B61	B62	B63	B64	B65	B66	B67	B68	B69	B70	B71	B72	B73	B74	B75	B76	B77	B78	B79	B80	B81	B82	B83	B84	B85	B86	B87	B88	B89	B90	B91	B92	B93	B94	B95	B96	B97	B98	B99	B100	B101	B102	B103	B104	B105	B106	B107	B108	B109	B110	B111	B112	B113	B114	B115	B116	B117	B118	B119	B120	B121	B122	B123	B124	B125	B126	B127	B128	B129	B130	B131	B132	B133	B134	B135	B136	B137	B138	B139	B140	B141	B142	B143	B144	B145	B146	B147	B148	B149	B150	B151	B152	B153	B154	B155	B156	B157	B158	B159	B160	B161	B162	B163	B164	B165	B166	B167	B168	B169	B170	B171	B172	B173	B174	B175	B176
MGST3	0.94296461	1.238362306	0	0.203349676	1.80488951	0.351070433	0.816559247	0.073308966	0.985786038	0	0	0	0.701398347	3.010813609	0.506584937	0.469858396	1.609270878	2.973725706	0.153327699	1.554677743	1.885724169	1.048849109	1.057908398	0.699645533	1.227102796	0	0.660609517	0	0	0	0	0	0	1.991919248	0	0	0	0	0	0	3.397355732	3.47305041	0	0	0	0.652316287	0	0	0	0	0	0	5.092588632	0	2.045888679	1.108850949	1.098443236	0	1.4613788	0	0	1.321243427	0.991301377	1.468108348	1.393933186	0.928150602	1.967832748	1.494832942	0.560708615	0.459135003	3.292067543	0	0	1.179041667	1.656424892	0.96490368	0.49986826	0.106001367	1.403137718	2.094645921	0	4.459646133	1.128625998	1.527590446	0	0	0.685785942	0.247143238	1.193225496	0.68192085	1.14585385	0.542881726	0	0	0	19.57029166	1.866559622	0.512810566	2.328514885	0.583315656	4.073648297	0	3.046322087	0	0	2.623690321	3.666130311	0.19398888	1.326479211	0.548765399	0	1.404361975	0	0	0.268643047	0	1.213899615	0	0	0	0	1.433931854	0	0	0	0	1.220465024	0.528576068	2.557268505	0.856058548	0.590141556	1.086669416	0.667478171	1.063302393	0	0	0	0	0	10.68543632	1.803503895	0	0	0	0	1.575881119	2.004471257	1.283163455	0.563889724	0.531122332	0.786365095	0	1.429125321	0	0.422879882	0.997401557	0	0	0	0.971656083	0.984925603	0	0	0	0	0	0	0.840364556	13.23229267	0	0	0	0	0	0	2.133516565
MIER3	2.235169774	0.403544432	0	0.775867197	0.918511156	0.463183318	1.140171849	1.255077068	0.696928597	1.017329171	0	1.047208814	0.512725889	0	0.982294419	0.871581372	0.488405396	0.438965334	0.358004891	0.289224977	0.325715546	0.362994568	0.658731667	0	0.373580581	0	0	0	0	0	3.472873185	0	0	0	1.299346808	0	0	0	0	2.141044318	0	0	1.825006183	0	0.331560012	0	0	0	1.791427149	0	0	0	1.373147709	2.673064032	1.078108897	0	0.769005615	1.022869361	0	0	0	1.021030738	0.670230838	0.6350363	0.665254939	0	0.264209211	1.032140319	2.559928108	1.304551087	0.902797116	1.627675843	0.792337155	0.546009068	0.848981665	0.778579694	0.539618031	3.196403597	0.794845988	1.260028013	0.409568613	0.944754883	1.025800241	0.33056652	0	0.44406886	1.086497766	2.482739357	1.206545178	0.661078633	1.276312766	0.884773652	0.791970032	0	1.339786304	0	0.861870502	0.914276581	0.564155647	0.823524474	0.378526997	0	0.937647428	0.645278137	0	1.180150081	0.620308442	2.131652301	6.777734391	3.176949879	0.70120631	1.553451166	5.30818532	5.320598121	5.250578304	6.549644599	1.661570808	0	0	0	0	0.969185853	0.54716237	4.307755014	0	0	0.158379285	0.288615785	0.914345079	0.449404239	0.690363318	0	0.752704086	0.899343535	1.422103508	0	0	0.64901688	0.235151427	3.971621269	0	0	0	0	5.810711149	0	0.468755001	0.718356719	1.687341364	0	0.46625669	0	0.84524412	0	1.611056707	0	0	0.910649621	0	1.089893729	5.433418726	0	0	0	0	1.069641083	0.837058073	0.117833739	0.732196238	0	0.505389393	0	0	0	0	2.016850189
MIOS	2.396888597	4.313449682	0.297405746	0.820575784	1.057859682	0.946014199	0.907177468	0.456299484	0.884512026	1.183774344	2.719603203	3.864837459	0	0	0.830720067	1.101484941	0.74314701	1.203897827	0.327659627	0.513084385	0.603092159	0.532332953	0.710576152	2.190109759	1.380117677	16.65247306	0	0	0	0	6.411772647	0	5.74266067	0	0	1.804969558	0	0	0	0	1.622840138	3.898735534	0	2.172451023	1.831643901	0.655319984	1.116350121	0	0	0	0	7.838509722	0	0	0	1.082890288	0.717742921	1.805684837	0	5.157544509	0	1.436196776	1.751160792	0.012772163	1.218185352	0	0.321166505	0.751417121	2.671805985	3.822207374	4.487984975	0	1.618536768	1.321233831	0.515010998	0.361967617	0.353354472	0.56035759	0.276077215	0.586194751	1.405381804	0	0	0.384656149	0	0.763997045	0.710389	0.513626564	0	0.430001077	0.986912123	1.502358416	0.922920204	0	0.816555268	0	0	0.715473865	0.614594873	0.927459354	0.377367182	0	1.18104092	0	1.635315341	0	1.119357092	1.008068944	0.605334102	0.537705183	0	0	0	0.423481672	1.361464899	0.308041493	0	3.05825994	0	0	0	0.77786498	0	3.267845111	1.091609386	0	0.289575614	0.263579349	0.825972353	0	0	0.543575924	0	1.078066518	0	0	0	1.182570163	0	0	2.233011856	0	0	0	10.76052316	0	0.895532224	0.672911726	1.223491014	1.17306071	0.857059922	0	0	0	1.246173765	1.083616872	0	1.646220922	0	1.064771831	0	0	3.114697125	0	0	3.547543129	2.834465301	1.29231135	0	0	1.028566113	0	0	0.923371001	1.136767606	4.816032167
MKKS	1.005219317	0.924530322	1.318786143	1.033632597	0.796648017	0.910263106	1.536029979	0.800109353	0.998074829	0.823109335	1.941453767	0.308057242	1.368632159	2.292942647	0.928711657	0.775509668	0.987809382	0.717799017	0.814120932	0.655525831	0.98948431	0.812524293	0.831038255	0.738230067	0.650067921	0	0.717569411	1.431275579	1.048762243	0	0.869242934	0	0	0.378493936	1.483301684	0.457517663	1.953464077	2.629672817	1.058454713	2.392847418	0.443494328	0.817302841	0.711592527	0.147150616	0.779672433	0.586624183	0	0.378361784	0.888960284	0	1.71159875	0	0.825566157	0	1.824752866	0.389680985	1.335235211	1.457650947	1.083522854	0.935603821	1.649618844	1.692285436	1.236778259	1.293173445	1.19925852	0.711803251	0.96053456	1.294246599	1.011730515	1.036878236	0.796332362	1.04783803	1.011218605	0.932452959	1.217497653	1.134274135	0.954532892	1.129502726	1.249876198	0.575126227	1.108830154	0.651159608	0.93560484	0.792330655	1.756525655	0.862892795	0.751636868	1.067619409	1.068275959	0.986250651	0.815030431	1.009977157	1.336598749	1.115256346	0.374592634	0.499354356	1.321420089	0.969401327	0.960004086	0.890076533	0.988409211	1.263337962	0.781867118	10.36654108	0.566391657	0.596883915	0.816883214	0.818984115	0.566751017	0.559116309	0.516444782	0.193562539	0	1.130797835	0.705522188	0.400415358	0.619218991	1.185734038	0.634957152	0	2.411312138	0.742036426	0.548496821	0.679841592	0.897714104	0	0.998604863	0.941554551	1.160140439	0.33718472	1.094868758	0.968852897	1.616203377	0.667698814	0.675001607	0	1.036161565	2.560180337	1.31763763	1.568699845	0.906864286	0	0	0	0	2.376783379	1.680378461	1.358046997	0.588266838	0.477213445	0.809443047	0.216794257	0.422009317	0.522842085	0.994929708	0.44023975	1.031209346	0.670832242	0	1.085213442	0.289294652	0.324597948	1.687627919	0.720792203	0	0.478151658	0.758087779	1.774843719	1.67392271	0	1.433301581	0	3.686784562	0.856214204	1.87896032	0.315548348
MKL2	0.471165125	0.444586519	0.886274323	0.651359412	0.650306676	1.437075868	0.963600161	1.275845737	1.633530295	0.45197319	2.051552181	2.004742943	1.517823231	2.351858011	1.157277178	0.652052248	0.901026306	0.565694052	0.927019997	1.165191778	0.496187572	0.710540389	0.711760542	0.526978995	0.816015642	0	0.922068793	0.673698757	0.577940156	1.229678596	0	0	0	0.435247128	0.538888962	0.463836413	0	0	0	0	0.7392001	0.406144872	0.753328143	0.746483125	0.136356229	0.229285085	0.25140909	0	0	0	0	0	1.141779372	0	0.89717744	1.11697333	0.709171229	2.078185483	0.454448066	0	1.417264242	1.445546127	1.644367491	1.09844123	0.70972224	0.351791357	1.245358544	0.73233117	0.564995091	3.026734793	0.195553457	0.980923563	0.607883152	0.543273162	0.815538507	0.542765508	1.658770466	0.532873419	0.609343647	0.51126368	0.609178895	0.320252451	0.821595332	0.836618581	0	1.74155949	1.205989311	1.023505594	1.013242119	1.124677379	0.768623055	0.628894622	2.266285305	0	1.004552831	1.097529009	1.283212918	1.337934812	0.911835165	0.927094816	1.32444168	1.446879338	3.306639555	0.876015456	0.582639689	1.341936049	2.415136699	0.679334456	0.705323566	0.894535231	0.8145856	0.371232082	0.586770818	0.126691573	0.595796403	1.187720784	0.919803752	1.05180611	0	0.550651038	0	1.012760303	0.873453043	0.268259332	1.057596298	0	1.777816475	0.839457265	0.603974379	1.17801386	1.001952606	1.596595791	1.095802311	0.616210061	2.9883899	1.285389249	2.620290599	1.467022754	1.551964363	1.836510407	2.28010863	1.327430378	0.773007157	0	0	1.06276744	1.136401675	1.493728217	1.625992927	0.784205522	0.314165638	0.288528106	0	1.163333393	1.172331314	0.672401627	0.361518258	0.788765961	0	0.804494369	1.048411509	0.285643573	0.371746538	0.639930065	0.734949294	0.418761596	2.204047354	1.047428496	2.481752559	3.839682201	2.19293163	1.345607325	0.346239721	1.415957576	0.794090657	0.522013565
MKS1	2.240345988	2.850093663	0.358494067	0.916732161	0.769880971	0.840258892	0.977180402	1.200599984	0.389579284	0.913050446	0.82292274	1.134264974	0.2169474	0.001751635	0.788337033	0.449788117	1.164098195	0.617707594	0.554508571	1.625617656	2.754832454	0.659347793	1.238634638	2.390786556	2.19354782	0.004760063	1.391593291	1.720866414	0.736801542	0.003107097	0.003638372	0.011052866	0.003258683	1.110266417	0.686334581	0.000780483	0.008245246	0.007064699	0.004556861	2.257572341	1.400565688	2.769965749	0.960972035	0.670782065	1.831654822	1.517783741	0.318835038	1.606478267	0.938225738	0.001846862	1.204015138	0.004467315	0.001436624	4.461113753	0.001126411	1.475954137	1.422391878	0.644238879	0.000822313	1.07634991	0.004069208	1.079281507	0.97419631	0.379413877	1.408639237	0.903357455	1.026600544	0.845267567	0.827233446	1.028185207	0.86421338	0.800889838	1.469232608	0.586011436	0.293428953	0.836078104	0.493361238	0.727074903	0.876529756	0.558850277	0.611521462	0.280904533	1.090243772	0.564981422	0.528817302	0.64728137	1.032524396	0.600242905	1.108904661	0.553956962	1.024348414	2.861720074	0.210847916	2.309224964	1.428279668	0.411375843	0.981075747	0.833217469	1.487332171	0.432112126	3.088169169	0.000359014	0.901537628	0.675689271	0.000934901	1.894238855	0.940438436	1.059784949	0.932735108	1.5937942	6.46096177	0.80824477	0.001413273	0.691302396	1.475296885	0.568022379	0.613363946	0.001745128	0.002669585	0.001423971	7.234487405	0.621432553	0.576586849	0.001411047	0.933954176	2.216994897	0.305816956	1.05349195	1.187937354	0.718432173	0.543160933	0.629859315	2.264598121	4.057885802	0.56474864	1.545966664	0.551442915	0.310602075	1.296124837	0.003098113	3.346125692	0.001083948	0.003156096	3.29760905	0.006109857	0.86186427	0.785306912	1.078637649	2.742681799	1.678989183	1.247640076	1.597018267	3.224969902	1.137494323	1.482159391	1.433220585	1.328762461	0.481574306	0.0019603	0.976234603	1.340658507	2.147346275	1.839378125	0.792725505	1.770099827	1.008707337	0.815054032	1.055171983	1.905817149	0.00121639	0.60721761	0.003133487	0.001883215	0.000525268	1.081560355	1.151707747
MLF1	1.31845878	1.633982424	2.176388648	0.581677187	1.234960526	0.824784186	1.223946738	0.619885756	0.533228483	0	0	1.825346928	0.754790674	0	0.813568451	1.163379882	1.412056043	0.598158084	0.853746922	0.319686888	0.766450884	1.178211796	0.715667525	1.60236069	1.427095746	4.207689473	1.557044575	0.910532314	0	0	0	5.957472482	0	0	2.540304232	0.420211381	4.462688154	0	2.458867808	0	0.489899603	0.365104029	3.078639221	3.03291651	1.130432228	0.603421089	0.339375278	2.559634712	0	0	1.283573827	0	1.543942603	1.480504987	0.666497399	1.792607357	2.560781665	3.762399244	0.956135164	0	0	0.583255335	0.524861747	0.707086248	2.025049816	1.15964698	3.162684781	1.007942953	0.40087754	1.008819224	0.677449636	0.223142632	0.673533963	1.152017061	0.721771946	0.95101594	1.195462684	0.8512639	1.05921884	0.637469045	3.635081937	0.498555036	1.079914345	1.020288303	4.500637343	0.423706934	0.643079595	0.434185174	1.851681714	0.603671718	1.080998467	0.311246423	0.75437087	0	0	0	1.334837302	0.717115249	1.967786462	0.560717802	0.178369744	0.627072341	0.465887261	0	0.974225155	1.23193075	0.597667109	0.821245502	0.381854284	0.162420988	1.146556075	2.11316169	1.521174883	0	1.233676386	0.434051171	1.187595178	2.813761958	0	0	1.044969528	0.729311546	0	0.734354773	0.647716704	2.359125589	0.306515533	1.414537139	0.74437423	0.247821516	0.186002238	0.403899341	0.203155902	0.478822098	0	0	0.776591398	0.940243596	0.673490472	1.475057933	0.676648649	0.579539391	0	0	0	0.522181344	0.579676469	0.532177893	0.391932413	0.349036466	1.589126479	1.1871384	0	1.104891458	1.079786569	1.31743823	0	0	1.132613811	0.327494427	0.650150184	0	0.940780293	0	0	0	0.961936507	0.863209579	0.403429196	0.661641824	1.319024268	0	1.055650987	1.741649601	1.784655025	0.956894275
MLH3	1.186928024	1.232419063	1.523742694	0.729850885	0.952819003	1.066374653	0.883270593	0.905205199	1.066208769	2.563917406	0.471722195	0.869243942	0.472316876	1.747901163	1.130901351	0.835823702	0.990587418	0.770811205	0.762488475	0.70728731	1.000035049	1.088825484	0.879319973	0.832436563	0.791056849	1.74965035	1.040789861	1.988617621	0	0.234160651	1.099319973	2.505324315	1.225286473	0.501122278	3.869532839	0.295631961	0	1.061569621	2.104233827	0.704803309	1.430683771	1.37189211	1.003492144	1.208241609	0.750730538	0.722030739	0.647169048	0.477499289	0.28025467	0.560157072	1.635412204	0	2.304524851	0.617937997	0.277714908	1.316168847	1.093313841	1.104217427	1.028527994	0	0	1.173878747	1.179947644	1.169577119	1.092359652	1.037552561	1.118792388	0.858528505	1.168429735	1.118700506	0.813154043	0.659440289	0.702028647	0.748471769	0.659431718	0.77036848	0.990707346	0.982994285	0.941392592	1.153715474	1.849605217	1.343129026	1.350637753	1.667760728	1.774629495	1.746338736	1.503649123	1.237716168	1.335042516	0.860823434	0.989319679	1.254755651	0.783808679	0	0.822358748	0.454875605	1.355721611	1.056045499	0.892125278	1.876909056	0.037546756	0.723634329	0.716446965	0.303619437	0.354554617	0.976570845	0.717081828	1.041142717	0.674297427	0.511932621	0.272786941	0.607896469	0.919209265	0.359967711	0.514706472	0.589468326	0.651986428	1.047910867	0	0	1.521717676	0.962238744	0.334597783	1.136478206	0.371957426	0.987336373	1.146922793	1.18599593	0.966838551	0.825698593	1.015084173	0.77882105	1.313432033	0.282065399	1.865965955	2.083605331	1.095018094	1.649927014	1.12069772	1.340740144	0.677121616	0.160998953	0	0.165584549	2.317827159	0.659527577	1.237845643	0.94358379	0.579042585	0.789408338	1.094414478	0.764330597	0.946259863	0.329843156	0.787044787	0.485759836	0.85478882	0.811372339	0.135725269	1.020055504	0.832884341	0.432461294	0.418657752	0.357947803	0.544105585	1.419380872	0.486870674	0.863932995	0.80054407	1.12100134	0.615492905	0	0.073356945	0.688320099	0.992502466	0.181768368
MMAA	1.280343383	1.328090453	0.604945851	1.005106326	1.690395977	0.648646068	0.523184429	0.886024962	0.569921015	0.504151523	0	0	1.399855261	0	0.677647219	1.069944372	0.518912431	0.898499064	0.670248757	0.521309406	1.036115197	0.92242985	0.152862961	0.996421339	0.708592579	2.041011584	1.209173471	0.381875704	1.314143834	0	0	0	2.933223435	0	0.611854894	0	0	0	0	0	0.415046989	0	0	1.403375181	0.311310993	0.168823592	0	0	0	0.841031245	3.520956964	0	0.655201608	0	0	0.538990661	0.6026413	0.433415121	2.628757776	2.2357507	1.815333848	0.619192953	1.126987253	1.059983039	0	0.537249661	0.704217807	1.16122033	0.893601526	0.935435846	0.742084597	0.772648683	0.875199034	0.679412872	0.973833311	0.47071649	1.924012047	1.361560679	1.063139878	1.281768039	1.135070483	1.463924857	1.629721473	0.910819764	0.86404576	3.68238959	1.295216254	0.633913637	2.604311354	1.990198466	1.862384507	0.427406794	0.516559546	0.782695139	1.188380513	0.684426915	0.955740757	2.37272188	1.029985583	1.44871953	3.117918626	5.149750488	1.532944083	0	0.410814504	1.419652383	0.731300832	0.652939287	0.219260976	0.552657909	0	0.703540943	1.896054935	0	0.756633841	0.575752406	2.394280438	0.803989156	1.207437657	0	0.877984549	0.709338727	0.252644469	0	0	0	0.782348781	0.786887137	1.090607674	0.607047392	2.478367195	0.629936761	0.340276095	0.266320498	0.660104855	2.02106585	0.810391046	1.31820481	0.734695444	0	0.479657404	1.041181681	0	0	2.142593213	1.988782762	1.08624835	0.691932326	1.927052921	0.89977349	1.114164077	1.225436452	0.394851905	0	1.627429111	1.40241791	0.389533702	1.715432171	0	1.20004833	1.913776748	0.609477006	1.303735665	0.695131388	0	0.639284556	0.907580663	1.177778274	2.006712708	0.560814538	1.06165979	0	0	0.143446968	0.372221275	0.397518957
MMAB	1.713128725	1.548536721	0.522558442	1.200469548	1.022330326	0.511188968	1.143151624	0.898224861	1.035941415	1.703375184	3.592395458	0	1.792480885	0	0.767080694	0.640516541	0.754457354	3.631703963	0.480047776	1.278923955	0	1.129239443	0.218149577	0.991197613	0.746359384	0	0.852707431	0	0.938591598	1.990372021	0	0	4.201600838	0.705409707	2.074488274	1.000062694	0	0	2.926381132	0	1.186580972	0.436394041	0	1.198302175	0.898465704	4.035309309	1.298845612	2.748190911	1.575819282	0	0	3.840210462	0	0	0	0.917125744	1.591626091	0.581653804	2.04864656	0	3.158694137	0.739960338	1.109811405	0.635430446	0.428312822	0.359096014	1.287848533	0.846348867	0.754682798	0.858618949	0	0.409451422	0.214734358	1.471010934	0.652261732	0.811519708	1.045028406	1.131772789	1.142023612	0.419162004	1.493507119	1.047293134	1.466849457	0.814285131	0	1.238164975	1.028575408	0.931281633	0.260470385	0.506678344	0	0.082088556	1.071462934	0	0.912661102	0.379089431	0.348152147	1.346392502	0.715075823	1.787712648	1.784402672	1.338317752	0.452334313	0.508127606	0.489303383	0.918533459	1.287108504	0.375131631	0.627226782	0.598817918	4.740611274	0	0.923002848	0.788185645	0.633382986	0.40730699	1.004895437	2.233860634	1.709250331	0	0	1.081348566	3.467734454	2.937508827	4.632719441	0	0.478008697	1.148203478	0.672808189	0.229300151	1.864775169	0.794003641	1.704393715	0.820077729	2.387632521	0	1.412645554	2.424025518	0.818590228	0	0.830789889	0	4.117912945	0	0	0.612412602	0.895151801	0.462255308	1.164080069	1.295565662	0.313875123	0.579325472	0	1.605533012	0.459948478	8.792350075	2.274929986	0.610108997	0	0.398788835	0.805520601	0	0	0	0	0	1.0515629	0.187546968	2.40408185	0.219425978	1.356126204	0	2.14790612	0.764177715	0.47767631	1.351423688
MON1A	1.184947573	0.474902947	0.181547494	0.637411906	1.051158473	0.784066636	0.297577933	0.676251931	1.055185313	0.322806657	3.609732414	0	1.089095719	3.608296759	0.961743864	1.145421099	0.748692922	1.522557714	1.39813702	1.464429986	1.402174186	0.689507718	1.359168113	1.924042541	2.514303582	0	0.843823731	0	0	0	0	0	0	0	0	0	9.277638971	0	0	2.513814051	1.041061895	0	2.166387722	2.130692339	1.46826271	0.86212349	0	0	0	3.904818253	0	0	4.89051762	6.561961541	2.604763819	0	0.961958601	0	1.131093066	0	4.659123214	1.092713921	0.767870563	0.137433989	0.783822088	0.695849871	0.766897561	1.829627003	1.416634049	0.723851052	0.874874058	0.579973898	1.174312772	1.691805565	2.0337065	1.448809128	1.428126506	0.660199038	0.588541241	2.334963438	0.706373259	0	0.617834763	0.130115605	0	0	1.645151848	1.575986954	1.409476967	1.140191246	0.328301141	0.878323506	0	0	1.541036167	0	0	1.142045588	0.610535301	0.635590551	0	0.862122737	0.526114679	0.784947023	0	0.524712949	0.48005878	1.344174356	1.769963176	3.127078395	1.919880496	0	4.814905599	1.272160061	1.680662553	1.252557392	1.216423597	2.038350993	0	0	0	0.647462488	1.350330743	0	0.718415564	0	0.190145427	0.174401821	0	1.104424194	1.665845715	0.737094341	0.896891409	0	1.698672399	3.420143488	0	0.792641229	0.57284222	0	0	0	0	0	0	2.279963892	0.713558247	0.529595558	0	0	2.280726167	0.517271394	0	5.558997983	0.566548872	2.199542985	0	0	0	1.436206547	0.714051536	3.260700749	0	0	4.148376871	0	0	1.053053458	0.939950639	2.756085015	0.793200501	0	0	1.852108353	0	4.775775281
MORC3	0.959804894	1.32506378	1.632237097	0.563668662	0.584023598	0.633944003	0.746229065	0.43917557	1.079683224	0.61514394	0	2.019608822	0.888894258	0	0.8319169	1.3234025	0.610146946	0.603471509	0.910782925	1.291417967	1.19002346	0.784155875	1.180525909	0.443031078	0.750276547	0.246908447	0.72298074	0.591309642	0	0	0	0	0	0	0	0.180839841	0	1.632866373	0	2.069828702	0.428155031	0.634482495	0.884008235	0	0.497183055	0.345996878	0.437946175	0.732829554	0	0	0.551972146	0	0.663546782	0	0	1.992804873	1.053460317	0.896540543	0.840692984	0	0.60140348	0.936316514	0.806520052	0.975339738	0.34351328	0.24221556	1.018477981	1.615479584	0.824666343	1.019616426	0.284573367	0.887125938	1.241531221	0.948603906	1.168887329	1.405834214	0.85478871	1.194562844	0.792688315	1.504624569	1.899283216	1.862367875	1.251554343	1.042016646	1.157732635	1.280555255	1.517209703	1.831340467	1.795346314	1.343488336	1.029974135	0.732823792	1.007365258	1.17573678	0.81223456	0.643983405	1.474147495	1.152180429	0.63213718	1.786327582	3.109246173	0.827735697	2.268444951	0.319155112	0.655204927	3.070856119	1.139048626	1.129105933	1.516415892	0.390438599	0.166345949	0	0.857861174	2.092006143	1.375037534	2.028010166	0.749934814	2.036395559	0	0	1.300341491	0.891119443	0.273192821	0.666533332	0.288348939	0.98289835	0.877042853	0.60331318	0	0.763021044	0.388258172	0.29416863	0.566810246	0.773671148	0.487684211	0	0.72776478	1.68632603	0.929466195	3.537801491	0.459238761	0	0	3.164785833	1.424990023	0.203741424	0.833972587	0.933728932	1.153078734	0.742432517	0.774954113	1.603510345	0.205044606	1.195755353	0.655329576	0.068471516	1.011082132	0.439726433	1.592525463	1.841260026	0.57302754	0.964862195	0	0	0	2.152618931	0.925424873	1.432704493	0.510324372	0	1.469695596	1.581146244	1.027476948	0.836615076	1.335478111	0.594536216
MORN4	0.45181162	1.093886975	0.029792641	0.817784504	0	0.631361003	1.099525176	2.172320726	1.070501404	0	0	0	0	0	1.468948595	1.225294722	0	1.593911627	1.29520655	0	0	0.533404074	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.24384647	0	0	0	0	0	0	0	0	294.2779678	0	0	0	0	7.935600648	4.287275622	0	0	0	0	0	2.028294028	0	0.784496303	0	8.307146469	0.639692753	0.591393309	0.633576206	0.957102592	0	0	2.140205753	0	2.116954823	0	0.690356033	0.36233948	0.55117896	1.1368926	0	0	0	0	12.62688193	0	0.969459481	1.006752788	1.22866718	0.860186338	0	0	0	0	0	0	0	1.232463537	0.502226005	0.627408319	0	0	0	0	0	0	0.875841372	2.534031224	0	0	0	0	0	0	0.962933796	1.152874179	0	0	0	0	0	0.773248753	0	0	0	0	0	0	0	3.301631054	0	1.075868638	2.731407187	2.094846676	3.42757971	0	0	0	0	0	4.341664983	0	0	0	0	0	0	1.29905407	0	0	3.355828987	3.126985407	0	0	0	4.372992359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.265788694	0	0	0	0	2.305253168
MOV10	1.994429289	2.284839109	1.89830668	0.761496172	0.140669652	0.673163969	1.203646422	1.084743973	0.768261378	1.597169696	0.738345891	2.425776034	0.410637076	0	2.039397648	0.343325758	0.403700494	0.185232342	0.536194642	0.964890807	0.409224461	0.712697673	0.083353507	0.148806668	0.57503604	0	0.534772643	0	0	0	0	0	0	0.294596414	0	0	0	0	0	1.636720611	0.225299431	0	0.472539944	0.721417089	1.709785342	0.182628224	0	0	0	0	0	0	0.351072707	0	0.350892333	0.329403738	0.404887666	0	0	0	2.876311914	0.43997965	0.539969221	0.425139125	0.450680737	0.650519905	0.423197529	0.83091749	1.071173239	0.530462681	0.869580201	1.598976767	0.897901404	0.7144341	1.097930631	1.20191795	0.725605961	0.794787656	0.325661463	0.320092396	0.300080787	0.279340226	0.846498411	0.389682739	0.514005031	0.114246453	0.312060715	0.466133956	0.186580183	0.480751661	1.964190121	1.017547415	0	3.310222756	0.033877822	0.839156797	1.467270698	3.108730652	1.505805767	1.091550748	1.662089651	2.597942178	1.083105611	0.327359032	0.723017305	0.96963832	2.263950883	0.66481658	1.210041266	1.20622488	1.334235926	0.279934547	1.889201138	3.113310155	1.632426988	3.110057642	2.111008298	0	0	0	0	0.342106717	0.139316115	0.345116661	0.927744722	0	0.157036	0.524189391	1.864402594	0.231037218	0.526637377	0.595055853	0.384862299	0	0	0	0.373830605	0.818235776	0.502764086	0	0.154650903	0	0.771924184	0	1.489264803	0.238927615	0.519661931	0.725428264	0.354475935	0.409145011	0.55294234	0.181522399	0.329444072	0.631976871	0.310447327	0.153134071	0	0	0	1.652251339	0.70603693	0	0	0	0	0.340323257	1.05767344	0.925276516	1.639788161	0.911289841	0.682489473	0	0.259554006	0	1.017150342	3.285659584
MPDU1	1.013769497	1.256777031	1.706875017	0.800507376	0.623227361	1.052649234	0.418408112	1.216694903	0.882694358	0.000477435	0.001422666	1.183649604	0.726720794	0.001449003	0.341952848	1.126745606	1.235558121	1.454441157	0.177653143	0.667134883	0.704549091	0.739035658	0.000283126	1.323647187	1.217308855	4.642503126	0.00023793	0.849662984	1.467827212	0.002570281	0.003009766	0.00914325	0.002695677	0.000910252	0.001127618	0.000645638	0.006820706	0.005844123	0.003769567	2.252481962	0.941819034	0.000564105	0.001578052	0.63591017	1.81752485	0.386620822	0.660291519	0.001317398	0.001547612	0.001527778	0.001982082	0.003695492	0.001188417	0.002316612	0.0009318	0.000504578	0.682799575	0.368076737	1.203346792	0.002436081	0.003366166	1.537037109	1.673068744	1.71032487	0.000572894	1.18821864	1.336790127	1.720181146	0.591647077	1.350665046	0.000522398	0.77877424	0.644726898	0.701791701	0.769557386	0.806754798	0.485780014	1.383956552	0.735743822	1.098673117	2.162809651	0.696256412	1.6088325	0.617212103	0.001476634	0.309366999	1.677347295	0.490752912	0.750183763	0.681907022	0.571536638	0.318429772	1.295177749	0.001309741	0.330347807	4.692819098	0.624646058	0.251505657	0.836526156	0.548434282	0.168476599	1.002997731	3.064165795	0.621967173	2.25342679	2.296365871	1.466570639	0.586477366	0.716767645	0.624530855	0.000596839	0.795453102	0.0011691	0.839064038	0.796056681	1.037768955	0.710391766	1.819322749	3.278859405	0.00117795	0.001601546	1.883402858	2.332661461	1.418219654	0.631295424	0.003746603	1.96368291	2.324592755	4.596598116	0.848160407	0.966602213	2.208057643	1.848064772	2.327382478	3.037599616	4.38905164	1.794983725	2.105148066	0.754918333	5.613920811	2.503648291	1.054487652	0.002610814	0.001823143	0.00505425	0.000811564	2.158679431	1.077782286	1.083386136	0.337894702	1.499648929	0.453768212	0.000733867	0.001982029	1.218063929	0.639599101	0.898958978	0.000788856	0.001621616	1.260819286	3.247217439	0.001151416	0.001490656	1.559399389	3.57292547	0.000847569	0.000675926	0.390950552	0.889138111	0.814545732	0.64422889	0.002592111	0.00155785	1.083141713	0.000524212	0.156314263
